Name,Mode,MinExpLevel10,MaxExpLevel10,MinRepLevel,Priority,TID,TID2,RequiredTutorial,AnimationExportName,AnimationTitleTID,ConfirmButtonTID,FileName,HumanExportName,DelayMS,AutoCompleteOtherTutorial,ReplayTutorial,Target,ShopTarget,Action,StartAction,EndAction,RequiredCount,PeopleOrder,ArrowXOffset,ArrowYOffset,GoodReward,PositionX,PositionY,Disabled,TargetData,CinematicDelayMS,ResetOtherTutorial,TutorialGroup,HideIsoScarecrow,OnRails,XpReward,EnsureLevel,CameraOffsetX,CameraOffsetY,FloatingHeadTID,ShowInteractiveAnimation,InteractiveIconName,InteractiveAnimationOffsetX,InteractiveAnimationOffsetY,ShouldHideArrow,FloatingHeadLeftAnchor,FloatingHeadTopAnchor,FloatingHeadLayer,ShowHandSlideAnimation,ShouldShowShopArrow,RestrictedCameraBounds,SetCameraMinScaleMobile,SetCameraMinScaleTablet,FontSize,HideFloatingHeadWhenGOHUDIsVisible,TargetScrollScaleMobile,TargetScrollScaleTablet,ScrollDelayMS,SkipWaitForHud,RestrictedBoundsAreRelative,FloatingHeadExtraTID,HideFloatingHeadWhenShopIsVisible
V2: Ai visiting 3,home,50,,,32,,,,,,,sc/humans.sc,popup_greg,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
V2: Ai visiting 4,home,50,,,32,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,TID_TUTORIAL_V2_OpenFriendBar,,,,,,0.4,0.4,4,,TRUE,12;12;12;12,0.3,0.7,,,,,,,,,
V2: Ai visiting 5,home,50,,,33,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,TID_TUTORIAL_V2_VisitGreg,,,,,,0.4,0.2,4,,TRUE,12;12;12;12,0.3,0.7,,,,,,,,,
V2: Ai visiting 6,ai,50,,,34,,,,,,,sc/humans.sc,popup_greg,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
V2: Ai visiting 7,ai,50,,,35,,,,,,,sc/humans.sc,popup_greg,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,,,,,,,,,,,,-4;-5;8;10,0.3,0.7,,,,1,,,TRUE,,
V2: Ai visiting 8,ai,50,,,36,,,,,,,sc/humans.sc,popup_greg,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
V2: Ai visiting 9,home,50,,,38,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
EventBoard old players 1,home,100,,,,,,,,,,sc/humans.sc,scarecrow,,EventBoard new players 1,,,,InstantComplete,,,,,40,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EventBoard new players 1,home,90,,,1,,,,,,,sc/humans.sc,scarecrow,,EventBoard old players 1,,,,InstantComplete,,,,,40,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EventBoard old players 2,home,100,,,,,,EventBoard old players 1,,,,sc/humans.sc,scarecrow,,EventBoard new players 2,,,,InstantComplete,,,,,40,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EventBoard new players 2,home,90,,,1,,,EventBoard new players 1,,,,sc/humans.sc,scarecrow,,EventBoard old players 2,,,,InstantComplete,,,,,40,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EventBoard old players 3,home,100,,,,,,EventBoard old players 2,,,,sc/humans.sc,scarecrow,,EventBoard new players 3,,,,InstantComplete,,,,,40,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EventBoard new players 3,home,90,,,1,,,EventBoard new players 2,,,,sc/humans.sc,scarecrow,,EventBoard old players 3,,,,InstantComplete,,,,,40,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EventBoard old players 4,home,100,,,,,,EventBoard old players 3,,,,sc/humans.sc,scarecrow,,EventBoard new players 4,,,,InstantComplete,,,,,40,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EventBoard new players 4,home,90,,,1,,,EventBoard new players 3,,,,sc/humans.sc,scarecrow,,EventBoard old players 4,,,,InstantComplete,,,,,40,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V2: Name farm,home,50,,,37,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
V2: Wait first order,home,30,,f,25,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
V2: Ai visiting 10,ai,50,90,,39,,,,,,,sc/humans.sc,popup_greg,,,,,,InstantComplete,,,,,,,,,,TRUE,,,,NewFtue,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,
V2: Car Arrives Part 2,home,30,,,24,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
V2: Age Intro,home,10,,,1,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,
V2: Ai visiting 2,home,50,,,31,,,,,,,sc/humans.sc,<default>,100,,,,,InstantComplete,,,,C,,-120,,,,,,,,NewFtue,TRUE,TRUE,,,,,TID_TUTORIAL_V2_GregAppears,,,,,,0.35,0.1,4,,,,0.3,0.7,,,,,,,,,
V2: Lvl up after Speed up Chicken Feed,home,20,,,14,,,,,,,sc/humans.sc,<default>,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,TRUE,TRUE,,3,,,,,,,,,0.35,0.1,8,,,,0.3,0.7,,,,1.1,,,,,
V2: Ai visiting gift boxes 1,ai,50,,,36,,,,,,,sc/humans.sc,popup_greg,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V2: Ai visiting gift boxes 2,ai,50,,,36,,,,,,,sc/humans.sc,popup_greg,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V2: Ai visiting gift boxes 3,ai,50,,,36,,,,,,,sc/humans.sc,popup_greg,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V2: Ai visiting gift boxes 4,ai,50,90,,36,,,,,,,sc/humans.sc,popup_greg,,,,,,InstantComplete,,,,,,,,,,,,,,NewFtue,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,
Temp Narrative Dialogue 1,home,90,,,49,,,,,,,sc/humans.sc,popup_greg,,,,,,InstantComplete,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temp Narrative Dialogue 2,home,90,,,49,,,,,,,sc/humans.sc,popup_greg,,,,,,InstantComplete,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temp Narrative Dialogue 3,home,90,,,49,,,,,,,sc/humans.sc,popup_greg,,,,,,InstantComplete,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temp Narrative Dialogue 4,home,90,,,49,,,,,,,sc/humans.sc,popup_greg,,,,,,InstantComplete,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temp Narrative Dialogue 5,home,90,,,49,,,,,,,sc/humans.sc,popup_greg,,,,,,InstantComplete,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temp Narrative Dialogue 6,home,90,,,49,,,,,,,sc/humans.sc,popup_greg,,,,,,InstantComplete,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
